...1,spotify_id,youtube_id,project_name,artist,project_type,tracks,year,rating,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,explicit
0,1B5Lwt0D1ZetRreaCBYobP,GMKfsj1fg5g,all day,girl talk,album,14,2008,8,0.04138,0.7172857142857143,0.7639285714285714,0.00376572,0.22634285714285715,-7.810714285714286,0.15567857142857144,0.677,124.62535714285714,1
1,20r762YmB5HeofjMCiPMLv,Jo4S2qlQGs0,my beautiful dark twisted fantasy,kanye west,album,13,2010,6,0.18744307692307693,0.5227692307692308,0.6809384615384615,0.04737700769230769,0.3933846153846154,-5.939923076923077,0.13126153846153846,0.3647153846153846,111.95192307692308,1
2,35tQBmq1RblVUzAvfsw5uO,AyzpDXRVbwA,scary monsters and nice sprites,skrillex,ep,9,2010,7,0.04309344444444445,0.6562222222222223,0.8507777777777777,0.12899827222222224,0.21396666666666667,-3.637777777777778,0.1625888888888889,0.4885555555555556,132.24177777777777,0.1111111111111111
3,0X7WyEKdm5afGj1fmD7Blx,lVj-lS3bfUc,broken bells,broken bells,ep,10,2010,5,0.193316,0.56588,0.62548,0.1175110852,0.190348,-6.65112,0.0326,0.47356,128.20384,0
4,5zi7WsKlIiUXv09tbGLKsE,_2RPGAA6p4E,bastard,"tyler, the creator",album,12,2019,7,0.24117916666666667,0.46525,0.5845,0.027037469166666665,0.357,-8.929833333333333,0.14345833333333333,0.3379833333333333,106.011,0.8333333333333334
5,1JvYBgt86ujXdSWnuw5lhX,EZOQBqCPQHc,777 volume one,tonetta,album,1,2022,6,0.82,0.744,0.842,0,0.126,-7.425,0.145,0.814,125.065,1
6,6bdtdT3obm7tppjz22SpOY,S0igfnHzYwM,"""not in love"" ft. robert smith",crystal castles,track,8,2021,9,0.046347625,0.4855,0.71575,0.15512351,0.2114875,-6.2783750000000005,0.0391125,0.5885,96.556625,0.125
7,53mU2L8Ngi8zFAD9JoXNqx,LwDNWYvFpYs,sex dreams and denim jeans,uffie,album,16,2010,2,0.1986953125,0.747375,0.7468125,0.0054666293749999996,0.22318125,-5.2579375,0.10003125,0.6270749999999999,128.4598125,0
8,7Mn0aXVHjaoFZPKLssqI9d,Q8Jp4U2BBnI,king of the beach,wavves,album,12,2010,8,0.0036185,0.37216666666666665,0.8495,0.09371905083333333,0.22433333333333333,-3.9810833333333333,0.08745833333333333,0.33858333333333335,142.09691666666666,0
9,0C4ZMhVs0I7bHbRdsBWpDV,z1ahI9rAFgU,unsilent death,nails,album,15,2010,9,2.7146666666666666e-6,0.23993333333333333,0.93966666666666665,0.8522666666666666,0.30393333333333333,-5.512066666666667,0.11953333333333334,0.17455333333333334,110.1492,0.6666666666666666
10,5xFZ4iElFbUFtOGX4lvdTM,xBxvMXOjHM4,come around sundown,kings of leon,album,16,2010,4,0.0569501875,0.39775,0.7215,0.023822218750000002,0.144325,-6.135375,0.050475,0.3578125,113.3361875,0
11,3a3Yp0PRguSTH3dBOeWRyZ,LP-Vdm27vS4,halcyon digest,deerhunter,album,11,2010,8,0.25468415454545457,0.43881818181818183,0.6431818181818182,0.4462654545454545,0.22245454545454546,-8.235363636363637,0.036754545454545456,0.4521818181818182,115.51927272727272,0
12,0EnWvHwRBK7Eil1avu5EM7,NJ7htMtCxcI,"""bloodbuzz ohio""",the national,track,1,2010,7,0.0558,0.402,0.835,0.18,0.103,-6.367,0.043,0.69,157.066,0
13,7HJSVyFzG1sM02weSAqhdH,II-Dj_gtRL4,self-titled,crystal castles,track,17,2008,7,0.11648287588235294,0.6305294117647059,0.7303529411764705,0.25878317647058824,0.20055294117647057,-7.089176470588235,0.05269411764705882,0.5694705882352942,123.9565294117647,0.17647058823529413
14,2mhR354QT8ZqRI5Q4BPBEB,QNRGDeXpnvU,belus,burzum,track,8,2010,4,0.09265769875,0.24888749999999998,0.7787499999999999,0.664425,0.15687500000000001,-6.6697500000000005,0.0600625,0.12706625,123.011125,0
15,6LXxaLlPn935COOJwB2wCV,qMsnKVtohy0,public strain,women,album,11,2010,9,0.37361818181818185,0.4268181818181818,0.576,0.8500909090909091,0.21466363636363636,-9.142454545454546,0.034290909090909094,0.3345,115.72963636363636,0
16,3dcmZHKltpczLFzFUNuctN,aVZ9A4Ehw_g,senior,röyksopp,album,10,2010,5,0.408542,0.44995,0.4368,0.8782,0.12759,-14.624,0.04791,0.29767,117.77759999999999,0
17,3HA1Ru1gEAgaxTywkJmBOL,G6koCbQeg94,congratulations,mgmt,album,9,2010,8,0.2558388888888889,0.40855555555555556,0.7192222222222222,0.13097577777777777,0.15445555555555557,-5.764444444444445,0.046011111111111114,0.38893333333333335,132.93644444444445,0
18,6mxbG8KrOTZIxlP4gzaliM,ynE0NztYvoc,raw power,iggy and the stooges,album,8,1973,5,0.011895175,0.30624999999999997,0.97325,0.17935095,0.17202499999999998,0.942625,0.1448875,0.255975,131.955375,0
19,4hnqM0JK4CM1phwfq1Ldyz,3Hbhb5CGEB0,this is happening,lcd soundsystem,album,9,2010,9,0.014230999999999999,0.7148888888888889,0.7032222222222222,0.39854222222222224,0.12491111111111111,-8.959888888888889,0.05338888888888889,0.7075555555555555,119.77477777777777,0.1111111111111111
20,3a5kTAOOeMAWfC8iZ7pofa,j7BRmTNLRTc,satan worshipping doom,bongripper,album,4,2020,8,3.21e-6,0.16849999999999998,0.580975,0.894,0.10892500000000001,-7.40925,0.05745,0.14645,107.2005,0
21,670h50t8E3LwP2bGqxGi6E,vFozdNxwJZM,total life forever,foals,album,13,2010,4,0.15980553846153847,0.481,0.713,0.45535945384615384,0.14923076923076922,-7.941307692307692,0.04601538461538461,0.33565384615384614,135.49453846153847,0
22,1DNSmmRLfv97Yjq7MTFWng,t70fklNoFBI,innerspeaker,tame impala,album,11,2010,6,0.15711636363636364,0.42454545454545456,0.8210909090909091,0.18074645454545454,0.19198181818181817,-5.456818181818182,0.05780909090909091,0.36045454545454547,128.07336363636364,0
23,3hPl7uRfNdRvoRW0kUzkVk,6urd4Zke2os,apollo kids,ghostface killah,album,12,2010,8,0.09997666666666667,0.5163333333333333,0.9325833333333333,0,0.23848333333333332,-2.2796666666666665,0.3086833333333333,0.65825,105.19125,1
24,4spKhanKMIQeJlIrHylZst,pwDvi7BFJGw,king night,salem,album,12,2010,2,0.0574115,0.48308333333333336,0.74075,0.6727630833333333,0.16439166666666666,-6.080916666666667,0.07606666666666667,0.3011666666666667,122.54091666666666,0
25,7qE6RXYyz5kj5Tll7mJU0v,0zMQS8YxYNA,brothers,the black keys,album,15,2010,7,0.2581273333333333,0.5436,0.6275333333333333,0.077238808,0.18960666666666667,-7.478066666666667,0.05208666666666667,0.49246666666666666,131.28473333333335,0
26,5SFAreGbKibBApvimb4srL,Jhxy8MV9S70,false priest,of montreal,album,13,2010,5,0.030277384615384616,0.6168461538461538,0.7281538461538462,0.11436486153846154,0.20274615384615385,-7.3392307692307694,0.034423076923076924,0.464,122.25238461538461,0
27,4kRMCapj9nEyBWnM0kc9OX,0_2WZbMsIeI,the age of adz,sufjan stevens,album,11,2010,6,0.762,0.4430909090909091,0.45290909090909093,0.11739945454545454,0.176,-13.121181818181817,0.11331818181818182,0.38945454545454544,129.57863636363638,0.09090909090909091
28,1C9sn8azB8qNZyPSCgkNJz,4pmTuXGyCPE,mount wittenberg orca,dirty projectors and bjork,album,7,2011,8,0.7598571428571429,0.4784285714285714,0.13977142857142857,0.14116642857142858,0.1256,-11.842142857142857,0.040785714285714286,0.33244285714285715,119.56857142857143,0
29,3RDqXDc1bAETps54MSSOW0,qQrvfibimlk,i'm miley cyrus,lil b,track,16,2013,2,0.12602,0.701875,0.655375,4.3522499999999995e-5,0.1895875,-5.816,0.0553,0.5090625,127.79537499999999,0.375
30,4sditvRrUA7k8owVPj2zAy,SFLvAe2k0Z0,snakes for the divine,high on fire,track,8,2010,8,5.9457500000000005e-5,0.293,0.91175,0.673625,0.17255,-6.07,0.0673875,0.2990625,133.447625,1
31,3gkW0gOyovtdcscDX6WZ6O,OOlTZk_I14E,swim,caribou,track,9,2010,6,0.22833333333333333,0.6232222222222222,0.6363333333333333,0.4023127777777778,0.18022222222222223,-9.103,0.07642222222222222,0.466,122.431,0
32,4dFE0GGL1lOGd76kx6yl4J,S4HW7jmRXeE,before today,ariel pink's haunted graffiti,album,12,2010,8,0.36268083333333334,0.48083333333333333,0.7186666666666667,0.31019721666666666,0.37646666666666667,-7.4870833333333335,0.0447,0.619,136.975,0
33,5S449otoXWOfjKoPdnBsIF,xBKlf53peNY,sisterworld,liars,album,11,2010,6,0.21297545454545455,0.4077272727272727,0.5725454545454546,0.4743564890909091,0.21803636363636364,-7.930363636363636,0.045472727272727276,0.2101,113.7069090909091,0
34,3mX8oKajxXEBNNATCKLLPd,DuMUDldrG3g,high violet,the national,album,11,2010,6,0.49916363636363636,0.5169090909090909,0.7144545454545455,0.5699195454545455,0.11742727272727273,-7.893818181818181,0.043427272727272724,0.4459090909090909,124.92772727272727,0
35,6K9wsOEqnnoPtYbd8s95ug,wwikVZU7CfA,maniac meat,tobacco,album,16,2010,7,0.201635625,0.4575,0.80825,0.4467312725,0.28405,-4.2185,0.12090624999999999,0.5145,118.0243125,0.8125
36,162AQYS4VkC7Hx3l2EBASj,K7nxzVgxlhY,drunk girls,lcd soundsystem,album,1,2011,7,0.00486,0.562,0.961,0.796,0.149,-7.338,0.0617,0.96,125.036,0
37,5lCQtNmeRx4cI4UDwdv6Rn,MzYQR6ePkiw,sometimes the blues is just a passing bird,the tallest man on earth,ep,5,2010,8,0.9008,0.5126,0.244,0.013854065999999998,0.10830000000000001,-11.052,0.0359,0.3712,110.7938,0
38,7L8jW9rY040uDZnnIYtSdG,pkcnbD9DT6o,clinging to a scheme,the radio dept.,album,10,2010,8,0.26998679999999997,0.4395,0.8172,0.539286161,0.19007,-6.7358,0.04717,0.5727,140.975,0
39,4Jebo0PjnxQnFXVujlwr7M,kxHrdmYZrxE,le noise,neil young,album,3,2021,5,-0.09200000000000001,-0.24533333333333332,-0.08800000000000001,-0.005666666666666671,-0.259,-21.253666666666668,-0.25766666666666665,-0.30233333333333334,95.14,0
40,1SpWwIEwnXRhc8co4h17hf,cndwH6byJnk,throat,little women,album,7,2010,9,0.33966385714285713,0.2755714285714286,0.6512857142857142,0.6515714285714286,0.32575714285714286,-5.832428571428571,0.15442857142857142,0.07785714285714286,99.79385714285714,0
41,0Cvy6cPEDudnP95KHNGh7l,0je8it7hG3g,maya (/\/\ /\ y /\),mia,album,1,2021,5,0.0642,0.555,0.628,1.43e-6,0.121,-6.488,0.0393,0.348,99.951,0
42,6bIxluBOaQoe9AozdWI2rU,wumo4Urajx4,black masses,electric wizard,album,8,2010,6,0.054395895,0.14602500000000002,0.8534999999999999,0.844,0.253275,-4.912,0.063825,0.135575,131.360375,0
43,5bZmKHyVdaybEuqg5sJjNZ,HtZpjuo2BBo,hurley,weezer,album,14,2010,7,0.13760301428571428,0.48592857142857143,0.7656428571428572,1.3595857142857141e-4,0.2808785714285714,-6.5755,0.06437857142857142,0.4147214285714286,120.02421428571428,0
44,3GXyPZJCzsnP4apzEiVyXu,c5j8_b8aFnw,american ghetto,portugal. the man,album,11,2010,3,0.22668363636363636,0.4988181818181818,0.6974545454545454,0.24685893090909092,0.15967272727272727,-8.120363636363637,0.04917272727272727,0.607909090909091,127.59509090909091,0
45,08eM9GRdr5BCCHNqS3Wwud,KOLkwwzrn7w,man on the moon ii: the legend of mr. rager,kid cudi,album,17,2010,6,0.4423529411764706,0.6605294117647059,0.6334705882352941,0.3390903294117647,0.20341176470588235,-7.5175882352941175,0.07011764705882353,0.5161176470588236,120.48947058823529,0.5882352941176471
46,69dtvmEbd0xejAVrqOuzDO,ASYMfU7wpiI,marrow of the spirit,agalloch,album,6,2010,8,0.13737117,0.259,0.721,0.6928333333333333,0.24838333333333334,-10.2065,0.08625000000000001,0.14386666666666667,121.8745,0
47,1GjjBpY2iDwSQs5bykQI5e,qrYfTxRj_c8,diamond eyes,deftones,album,11,2008,4,1.0253e-4,0.32345454545454544,0.8464545454545455,0.37312904636363636,0.17092727272727273,-5.3474545454545455,0.060963636363636366,0.28853636363636365,121.85863636363636,0.09090909090909091
48,7iZU6KMPD0iT7QqtMkTmL1,NTqEw597UZI,business casual,chromeo,album,10,2010,9,0.0248074,0.7555,0.7665,0.049803230000000004,0.23321999999999998,-5.6993,0.04597,0.7297,121.1358,0
49,2pQr4wN4SN9Ax3gdXDhrRz,HQx-nFyc0So,lawless darkness,watain,album,10,2010,6,7.234999999999999e-6,0.13947,0.9177,0.8693,0.28447,-6.321,0.10239999999999999,0.09147,154.4494,0
50,0nUUc31DQVVsD5PWcieLbm,GW67m43fgO4,þþþþþþþþþþþ,arckanum,album,11,2009,8,0.08473915909090908,0.21427272727272728,0.9442727272727273,0.7743636363636364,0.2801818181818182,-4.608090909090909,0.11214545454545455,0.07038181818181818,128.121,1
51,1GfxLpg33Fp8bA1DEHUgoy,dccOsytXSJk,"""transparent""",awesome color,track,1,2021,5,0.136,0.664,0.536,0,0.426,-7.906,0.069,0.628,97.106,0
52,3DrgM5X3yX1JP1liNLAOHI,X3qyysxKEkU,the suburbs,arcade fire,album,16,2010,8,0.2175929375,0.448625,0.72138125,0.231031875,0.20523750000000002,-7.5345625,0.04525,0.41821875000000003,127.5908125,0
53,2v2BwHGqd49ldR6pK4XOMP,ZJcfSk9f3YE,lisbon,the walkmen,album,11,2010,5,0.23488981818181817,0.4198181818181818,0.5879272727272727,0.07951634727272727,0.19916363636363638,-8.414272727272728,0.040845454545454546,0.36254545454545456,130.723,0
54,25sYZjutddzUpXNbeQ7bEC,a1HzLIKAQ4A,how i got over,the roots,album,14,2010,8,0.172975,0.6859999999999999,0.7123357142857143,0.14212130714285715,0.2797857142857143,-7.044071428571429,0.18228571428571427,0.5294285714285715,117.57257142857142,0.5
55,0GZMsKdDsbNhxvM1VaxB0U,GqT7NVvRDBQ,sir lucious left foot: the son of chico dusty,big boi,album,15,2010,6,0.10794866666666666,0.6819333333333333,0.7401333333333333,0.024944,0.22753333333333334,-5.2496,0.27415333333333336,0.5276666666666666,116.40726666666667,1
56,69mR7YiwQTw7nvlFKBOp7Y,YMyzLX4-Lv4,does it look like i'm here?,emeralds,album,12,2010,6,0.48105,0.25005,0.5828333333333333,0.8015,0.146475,-9.86375,0.04269166666666667,0.15844166666666668,116.29408333333333,0
57,38wsYo0RLncPj1U2vCQr3M,uqY4vTcKTjg,transit transit,autolux,album,10,2010,6,0.248606,0.49660000000000004,0.6673,0.505051,0.22440000000000002,-8.880700000000001,0.04129,0.3014,125.256,0
58,6NrFhPXqdzuW5lbwdxGxcx,r5JLOjog1E0,the wrong car,the twilight sad,track,4,2010,4,0.031715,0.5355,0.7295,0.142597,0.094275,-8.78975,0.0468,0.29225,116.75175,0
59,2iZD3ggZbHlAg64cM9iQco,LNlYvkNNX04,the wild hunt,the tallest man on earth,track,10,2010,8,0.8476,0.4848,0.393,4.8855e-5,0.12865000000000001,-9.2683,0.033,0.4082,124.1011,0
60,3Ht9pevRimaOYARTDXXWcr,Us2q-4BFSlA,the way out,the books,album,14,2010,9,0.48964285714285716,0.59378571428571425,0.5082857142857142,0.2536845,0.2637357142857143,-11.590214285714286,0.1717357142857143,0.42514285714285716,106.4907857142857,0
61,0MlrEKgaeLjTMbOCyOzjbR,F2HofRWJrc4,pattern+grid world,flying lotus,ep,7,2010,8,0.015692285714285714,0.4928571428571429,0.8675714285714285,0.37327714285714286,0.35368571428571427,-4.769428571428572,0.16434285714285715,0.5932857142857143,127.887,0
62,3MXU6UoWrf4w4bOvjZTlvY,x217SO9VPwE,the lady killer,cee lo green,album,14,2010,7,0.049558514285714284,0.5365,0.7972857142857143,0.08138109285714286,0.24407142857142858,-5.079857142857143,0.06380714285714285,0.5055000000000001,117.65621428571428,0.14285714285714285
63,5iaRpin36ZjaOC6PMAZ02l,nmZuDtqod70,oversteps,autechre,album,14,2010,5,0.5356714285714286,0.3997857142857143,0.46,0.7727142857142857,0.12585714285714286,-14.581214285714285,0.04939285714285714,0.23354285714285714,117.96585714285715,0
64,11v4o5zILuOA8h564zwI5w,PlNynmu_Cp0,go,jonsi,album,9,2010,6,0.35851333333333335,0.29986666666666667,0.59,0.11839202888888889,0.22212222222222222,-8.740666666666666,0.04188888888888889,0.20686666666666667,116.80577777777778,0.1111111111111111
65,7CBK26TFXHyt2l6NQcXIsq,VXaKHorhNIQ,this orient,foals,album,11,2022,7,0.009953181818181818,0.6488181818181818,0.8525454545454545,0.5721954545454545,0.09419090909090909,-4.454272727272727,0.043936363636363635,0.6982727272727273,119.15190909090909,0
66,0WLZ8fN0sZn9Qoux0MUrND,XvPpOLp-8LM,"shut up, dude / sit down, man",das racist,album,18,2010,6,0.18746686111111113,0.6225,0.7532777777777778,0.08182722222222223,0.3354,-7.720166666666667,0.2538166666666667,0.5951666666666666,114.58466666666666,1
67,1qwuDINuttWBKVx64FiOIj,-DkT8NwxAQA,the final frontier,iron maiden,album,10,2010,6,0.00263353,0.2657,0.8912,0.01990239,0.13153,-5.992,0.06664,0.3277,117.9832,0
69,0UqUKurTeApWQdxb7VBQTB,Cw0jTXZBwDY,tsol,shad,album,10,2001,6,0.011652599999999999,0.3011,0.7006,0.10126281000000001,0.17033,-13.3142,0.03501,0.4675,121.911,0
70,7nEmigeJjeQXknaoltSSUp,YQL2E353bPw,hypnotize u,n.e.r.d,track,5,2010,5,0.019457600000000002,0.6506,0.7512,0.28008,0.09836,-8.0598,0.06356,0.4602,127.8294,0
71,45nMlmlIPPDVWSCDwdvCB9,ySXryTlo9Ac,latin,holy fuck,album,9,2010,7,0.06792,0.5103222222222222,0.8084333333333333,0.8702222222222222,0.10007777777777778,-5.661888888888889,0.06403333333333333,0.43222222222222223,125.23333333333333,0
72,4GgEN2tP6Ltzg88qeG1yh6,mHUzdIKQ5x0,rohnert park,ceremony,album,13,2010,8,0.015644876923076922,0.2876153846153846,0.866016,0.23432624615384617,0.3201,-4.352384615384615,0.08235384615384615,0.3344846153846154,150.49269230769232,0
73,6WSmOCaSmjWPV2zGMigAt1,9ZQyNDad3c0,death gate,the gaslamp killer,ep,5,2010,7,0.0694438,0.5114,0.8364,0.712,0.16696,-5.7664,0.08112,0.31880000000000003,96.8966,0
74,2dIGnmEIy1WZIcZCFSj6i8,A9RLE74OXUY,plastic beach,gorillaz,ep,16,2010,7,0.18928005,0.570125,0.68425,0.151629525625,0.26578125,-6.4345625,0.07154375,0.52646249999999994,117.4654375,0
75,0aPsWGGJFTVz1YIz67uPK7,CB-HKdkM7hg,forget,twin shadow,album,11,2009,8,0.10054727272727272,0.624,0.7827272727272727,0.2938174272727273,0.21057272727272727,-6.327090909090909,0.039127272727272726,0.5841818181818181,117.31463636363637,0
76,5c7XChrHxYaqykCZLaGM5f,KCuamde9Atc,cosmogramma,flying lotus,album,17,2010,8,0.12423717647058824,0.439,0.8064117647058824,0.2911135029411765,0.2844764705882353,-5.813941176470588,0.16728823529411765,0.3088705882352941,102.91988235294117,0
77,7MvSB0JTdtl1pSwZcgvYQX,3niVOWuSVF4,the archandroid,janelle monáe,album,18,2010,8,0.31193,0.46255555555555555,0.5643888888888889,0.20534333333333332,0.18134444444444445,-12.21288888888889,0.06818333333333333,0.4407277777777778,125.52,0
78,5jJGGsAztgUEXUHHZ2zrah,oxiaceqXWbA,the fall,gorillaz,album,15,2010,5,0.3880133333333333,0.6253333333333333,0.5567333333333333,0.24646321533333335,0.35076,-9.074866666666667,0.09132,0.5433266666666666,123.6498,0
79,32RxIrvDSTYpxikhD7Gl3S,xjVzCXICeuA,surfing the void,klaxons,album,10,2010,4,0.00187798,0.30319999999999997,0.9399,0.001656981,0.33109,-3.9222,0.09543,0.3747,128.9462,0
80,3PmIQlefjUIPlp6bnZgCfH,7Hq8WgQ-6Gs,fever,sleepy sun,album,9,2020,7,0.2704888888888889,0.36833333333333335,0.4246111111111111,0.24466163333333332,0.13972222222222222,-10.786777777777777,0.042244444444444446,0.19703333333333334,101.3741111111111,0
81,2wSMFAWmbsbXCitByPWPLk,hWJ40emz1ew,lucky shiner,gold panda,album,13,2010,7,0.35657487692307693,0.5072307692307693,0.7481538461538462,0.46723923076923074,0.2385076923076923,-5.960153846153846,0.13525384615384614,0.39234615384615384,130.79153846153847,0
82,7ywtDVrT6aKSs4L0zEniYF,Uu1_BYX8ars,dark country magic,big blood,album,1,2020,7,0.643,0.785,0.629,0,0.114,-8.465,0.128,0.695,89.965,1
83,2T0Sr4KCGXEuhd0bGhvrdL,iqD6M8V0A5U,self-titled,anika,album,14,2010,3,0.04519735714285714,0.6262142857142857,0.495,0.3423935928571429,0.14311428571428572,-10.072785714285715,0.034492857142857145,0.43857142857142856,125.85035714285715,0
84,5qyGtkaN9N50H0YnK1zDza,N7LyYAx3bpU,my father will guide me up a rope to the sky,swans,album,8,2010,6,0.289498875,0.278625,0.55,0.1408984,0.17615,-8.95675,0.044175,0.1552,114.01474999999999,0.125
85,5UYmZOpjjA5Y7GyZhjI6fy,Ec4Vw1ERk8o,big echo,the morning benders,album,10,2010,6,0.24414,0.40599999999999997,0.6617000000000001,0.05230604,0.29464,-6.4614,0.051519999999999996,0.40017,118.2334,0
86,4xhDigdM3tvzdiNNdtP6Gp,jd8olhovn6w,fool's day,blur,album,11,2022,8,0.9791818181818182,0.3830909090909091,0.015861818181818182,0.9428181818181818,0.10365454545454546,-24.484545454545454,0.04821818181818182,0.14101818181818182,101.44463636363636,0
87,4U9WLOC31iDcQ4gg5yUUEp,D12g4LXpXsI,the monitor,titus andronicus,album,10,2010,7,0.2673588,0.252,0.7982,0.03861325,0.3589,-5.5959,0.05763,0.2396,144.7538,0
88,3URWHvduHqKfb2l7kXIdoN,rzj_j93PWdw,black city,matthew dear,album,11,2010,7,0.30874,0.600909090909091,0.6813636363636364,0.39662263636363637,0.24528181818181818,-7.700454545454545,0.07697272727272728,0.4846090909090909,104.69363636363636,0
89,5QaEJj1wEqIePsjVtMzReu,v_7WlMvv50I,sea of cowards,the dead weather,album,11,2010,5,0.06150454545454545,0.4707272727272727,0.909,0.08465690909090909,0.32772727272727276,-2.536363636363636,0.1305,0.4359090909090909,99.09554545454546,0
90,1PPXfny6bTg4AwboeIBT5h,Gcxdgfr9gpw,love remains,how to dress well,album,14,2010,4,0.8342857142857143,0.3392857142857143,0.5585714285714286,0.6327076428571429,0.23754285714285714,-9.785,0.08660714285714285,0.2507214285714286,118.06964285714285,0
91,6Z0GV47fGK4hcnzklj80OX,9J9VqG7mBxE,play it strange,the fresh & onlys,album,11,2010,4,0.018598036363636362,0.2575454545454545,0.8381818181818181,0.7523636363636363,0.30272727272727273,-1.5988181818181817,0.04558181818181818,0.5214545454545455,123.17063636363636,0
92,5xB1vlldYNgaPU9HGBmr4x,Lfw6vPZAUtc,together,the new pornographers,album,12,2010,7,0.19152166666666667,0.5366666666666666,0.6401666666666667,0.0054699325,0.1973,-8.186916666666667,0.03281666666666667,0.5933333333333334,135.433,0
93,0M43d6s6l1b5x6SALQSrP0,JsQHABGsCUQ,circle the wagons,darkthrone,album,9,2010,5,0.0302896,0.18588888888888888,0.948,0.11074275555555554,0.23015555555555556,-4.153,0.09237777777777778,0.1544111111111111,123.99422222222222,0
94,16IUCg94zmGIgEz09v003g,Q2nYEWeAR-s,expo 86,wolf parade,album,11,2010,6,0.07735454545454545,0.3326363636363636,0.9281818181818182,0.027175754545454546,0.20850909090909092,-5.220363636363636,0.07807272727272727,0.3503636363636364,123.06063636363636,0
95,5kTf7CvY6ttD513eCfqKPy,fNVNPtj1IsM,crush,abe vigoda,album,10,2010,4,0.04973918,0.42884,0.8944,0.670528,0.27737,-6.1376,0.07176,0.5255,142.3269,0
96,7u0rkDs998iVAFdhhnorTe,gHJrGGBcP0E,self-titled,daughters,album,8,2010,8,1.3525999999999998e-4,0.29112499999999997,0.9047499999999999,0.17266,0.334225,-4.195375,0.0850375,0.336375,127.867625,0.125
97,19cAWBNXr4GVOFM3VamI9J,du-Szi7pGRE,urgency,superhumanoids,album,5,2010,8,0.06243,0.6,0.6892,0.6048,0.2104,-8.7438,0.03082,0.5682,141.0194,0
98,3luRdv37JrEEOUYw8s9pA4,S8HRhbucYiw,cerulean,baths,album,12,2010,8,0.15526916666666665,0.5551666666666667,0.6873333333333334,0.2880383583333333,0.294975,-8.311083333333332,0.19170833333333334,0.38725,100.20875000000001,0
99,47e7SP8MtzYKK8Lm3gEK2i,RkumjdJ-Eew,small craft on a milk sea,brian eno,album,15,2010,8,0.48429346666666667,0.3641066666666667,0.38871333333333336,0.8893333333333333,0.09767333333333333,-18.051933333333334,0.04715333333333333,0.20923333333333333,125.62073333333333,0
100,2dzt3Y2SwHsPNMbk8zXNP3,3vl5QXJolYU,"""round and round""",ariel pink's haunted graffiti,album,2,2010,9,0.19815,0.597,0.7164999999999999,0.6970000000000001,0.419,-6.875,0.052250000000000005,0.7055,130.651,0
101,1CE756aUxgOD7Y7wvvqTWK,jNBYi07Q7GQ,penny sparkle,blonde redhead,album,10,2010,8,0.20325,0.5609,0.6129,0.34824123,0.1387,-9.1901,0.03598,0.4442,127.4445,0
102,4ak54Q9kwqnyRL6yLkbFBO,ABAea7gFO5I,homeland,laurie anderson,album,12,2010,8,0.5958833333333333,0.39875,0.2484125,0.30101666666666665,0.1902,-16.46675,0.0727,0.168025,118.03708333333333,0
103,43goi7G5yXOoI7bLaowtpy,szIb95UJ2YY,discoverer,r.e.m.,track,12,2001,6,0.24950833333333333,0.4419166666666667,0.6375833333333334,0.08132295083333332,0.18,-6.15175,0.030833333333333334,0.39891666666666664,124.53691666666667,0
104,67jSVxuCF5y7rPizT4mLP7,ty0id9qHcq8,ring,glasser,album,9,2010,8,0.3734,0.4985555555555556,0.5864444444444444,0.4348894366666667,0.19855555555555557,-8.117111111111111,0.04762222222222222,0.41381111111111113,104.60966666666667,0
105,1dxMK0PJZ9RyarNPXQQeeP,TvPFu80ZVz0,tomboy / slow motion,panda bear,track,11,2011,6,0.5133636363636364,0.3179727272727273,0.745,0.39448082181818184,0.44639090909090906,-8.834818181818182,0.06107272727272727,0.3685181818181818,116.18963636363637,0
106,3hxVFxpF7uUtjLHzvGIm7W,0DryZn9n6po,gemini,wild nothing,album,12,2010,7,0.36982628333333334,0.45858333333333334,0.7883333333333333,0.5339579166666667,0.16785,-6.62675,0.03664166666666667,0.5416666666666666,132.582,0
107,0r36d6LGncXSNy3OrUfGtX,Cy_FBsloKIk,special affections,diamond rings,album,10,2010,8,0.2669737,0.6943,0.8096,0.2377617,0.10791,-4.8064,0.07079,0.6645,135.6771,0
108,7zJOyZ9X6Vs4SZASz4uOkY,NouYDsQHC3Q,glitter,no age,track,3,2010,7,0.05624733333333334,0.20063333333333333,0.8276666666666667,0.86,0.336,-6.108,0.164,0.3716666666666667,170.03266666666667,0
109,38NEzyo2N5T68j7aFetd4x,Om8Nh5Zw5jc,crazy for you,best coast,album,13,2010,5,0.17712076923076922,0.29946153846153845,0.8709230769230769,0.5932,0.18983076923076922,-4.4418461538461536,0.0634076923076923,0.4860769230769231,125.54838461538462,0
110,0QZIMRFiqQFoNbznS5enkn,A38cOUWdK9k,wild smile,suckers,album,11,2010,7,0.022439272727272728,0.451,0.7478181818181818,0.15171277272727274,0.1982909090909091,-5.242727272727273,0.036736363636363636,0.36718181818181816,126.7039090909091,0
111,4hLaGwADWrRUjgEmCkOaYp,OElyc_yZU54,portal of sorrow,xasthur,album,14,2010,4,0.41979135714285715,0.2827571428571429,0.5307857142857143,0.8995,0.16512857142857143,-9.156785714285714,0.042878571428571426,0.10729999999999999,121.86,0
