...1,spotify_id,youtube_id,project_name,artist,project_type,tracks,year,rating,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,explicit
2157,4VxyKgulAGSpJwhIJjgiJr,UtL5_lw0xtI,one of the best yet,gang starr,album,16,2019,7,0.2857625,0.594,0.7015625,7.761875000000001e-6,0.22358125,-6.1936875,0.32498125,0.6595625,103.99925,0.875
2158,1X1So5oX4TCFGdK6BN9UXs,HOK54fBv90E,originals,prince,album,15,2019,8,0.22595400000000002,0.6630666666666667,0.6564,0.06454581599999999,0.18216,-8.315133333333334,0.06761333333333333,0.6532,117.5478,0
2159,2ZGkTvwtwDoembcBr8SS0d,n6wpOWd92kc,the sailor,rich brian,album,12,2019,6,0.3771333333333333,0.622,0.56925,0.005742760833333333,0.236325,-6.561,0.09848333333333333,0.355275,110.75316666666667,1
2160,20RiDKMd7ZR1w199AFLk4z,EbkAfmNLmwM,return to center,kirin j. callinan,album,10,2019,8,0.2057571,0.5091,0.4493,0.12331956799999999,0.16701,-11.6287,0.04319,0.22233,95.5968,0
2161,3DMR3yM5crnt1dG9lLaMTZ,auy8wEk7Fww,magdalene,fka twigs,album,9,2019,7,0.6591111111111111,0.4072222222222222,0.3893333333333333,0.00580062,0.1502888888888889,-11.307666666666666,0.0789,0.17772222222222223,121.03022222222222,0.3333333333333333
2162,5fx2Hde8xw2jWPtUKXA73X,Be70pP6C4ow,nothing great about britain,slowthai,album,16,2019,8,0.20944375,0.6813125,0.7145625,7.245e-6,0.2045375,-6.3538749999999995,0.3299,0.491125,121.0626875,0.625
2163,5Bz2LxOp0wz7ov0T9WiRmc,Puf8WJjnS4I,infest the rats' nest,king gizzard & the lizard wizard,album,9,2019,8,0.006852911111111111,0.2856666666666667,0.884,0.2921222222222222,0.12617777777777778,-6.111555555555555,0.09933333333333333,0.22619999999999998,118.38388888888889,0
2164,4W5qCJNSN3oNHB986TdO9S,L_xu6Koreqs,eve,rapsody,album,16,2019,7,0.236936875,0.616125,0.6899375,3.1625e-6,0.26043125,-6.2645,0.3575625,0.51925,106.6918125,1
2165,1A3nVEWRJ8yvlPzawHI1pQ,zHTFhBvSNaI,father of the bride,vampire weekend,album,18,2019,6,0.5229777777777778,0.6423888888888889,0.5041666666666667,0.016057693888888887,0.16891666666666666,-7.761888888888889,0.06218888888888889,0.5277777777777778,118.15022222222223,0
2166,602bFcdb1Fof8HImMWxYvp,zJ5A5CdlnTo,guns,quelle chris,album,13,2019,8,0.29348153846153846,0.5767692307692308,0.687,0.08684204076923077,0.225,-8.311923076923076,0.30535384615384614,0.45615384615384613,95.078,1
2167,4bVaZIed4Ij5dPF0mh9AKn,Rccn_Hobk6s,"a quiet farwell, 2016–2018",slauson malone,album,20,2019,8,0.7205455,0.4152,0.5249,0.2413425355,0.26116,-7.6387,0.18193,0.38530000000000003,93.542,0.2
2168,6cKBoHXh7dKn2gVsGniZ58,9EXEarrz5Bs,erys,jaden,album,20,2019,3,0.28492,0.5354,0.66445,3.3308299999999997e-4,0.19161,-6.0476,0.159345,0.27015,122.7961,1
2169,3LpIwZdzFwc10psLingT8x,kHn-r95Gsm0,the wizrd,future,album,20,2019,7,0.08115785,0.76475,0.6276,0.0026818964999999998,0.214055,-5.8293,0.216635,0.35206,139.50685000000001,1
2170,5WfDyog8yO7ZF8JdJxeZfl,VUND2yZH6UQ,flamagra,flying lotus,album,27,2019,5,0.22118803703703704,0.529,0.6190740740740741,0.5510572222222222,0.19383333333333333,-8.97237037037037,0.1145037037037037,0.38404074074074074,116.13703703703703,0
2171,6Lq1lrCfkpxKa4jCo5gKWr,ckBbj-E0SdA,good faith,madeon,album,10,2019,6,0.042615,0.4408,0.6521,0.127905857,0.27906,-6.614,0.04492,0.3089,112.44970000000001,0
2172,6bpgmfwTWBLxT7VuS1phjL,6AVztTAVlxc,birth of violence,chelsea wolfe,album,12,2019,5,0.43974166666666664,0.2778333333333333,0.41991666666666666,0.1846725,0.20060833333333333,-12.339,0.035958333333333335,0.07821666666666667,126.35141666666667,0
2173,5pp7px9MITK2MqeFVbRWGo,FhuRfJsjs-A,two hands,big thief,album,10,2019,7,0.65015,0.502,0.37672,0.014794456999999999,0.14551,-10.9921,0.04903,0.37087,117.6765,0
2174,0KtFP56RU7bd32pcvdeWOU,4tMn-cTP_wQ,hwh7,westside gunn,mixtape,20,2021,5,0.449342,0.4779,0.62175,0.048594235,0.251705,-9.60965,0.26271,0.55165,108.036,1
2175,0tKX7BLXiiRgXUKYdJzjEz,_O0UrJG9J0A,a love letter to you 4,trippie redd,mixtape,21,2019,4,0.3828095238095238,0.7555238095238095,0.5654761904761905,5.429476190476191e-5,0.20359047619047618,-6.5180476190476195,0.12542857142857142,0.4522904761904762,118.37552380952381,1
2176,3UTp6spxkyTdvsmJDPfb7n,dXla6EZApEI,crash talk,schoolboy q,album,14,2019,5,0.20474,0.8147857142857143,0.6102857142857143,8.152892857142856e-4,0.154,-6.517357142857143,0.269,0.384,133.80721428571428,1
2177,3h1wgea55XrtVoxrkRYDBn,IJnUpM5wrIQ,reflections,hannah diamond,album,10,2019,6,0.512679,0.5899,0.4737,0.09030182,0.14061,-7.1838,0.058980000000000005,0.3956,134.5651,0
2178,6Be5Qxq0Xm0CGyxs5JUYX9,oIvhOSdJ7Bo,she is coming,miley cyrus,ep,7,2019,1,0.17413857142857142,0.7051428571428572,0.7161428571428572,0.002581674285714286,0.23199999999999998,-5.328142857142857,0.10118571428571428,0.4377142857142857,115.15742857142857,0.5714285714285714
2179,2FeyIYDDAQqcOJKOKhvHdr,VkMov0H8QRA,everyday life,coldplay,album,16,2019,5,0.62352025,0.4563125,0.4158125,0.365651875,0.19864375,-12.204875,0.05384375,0.29231875,125.223,0.1875
2180,5nT0zM0q3zCwbISrPd7Xkd,jzqvz1mnjB8,help us stranger,the raconteurs,album,24,2019,5,0.35564446666666666,0.5219166666666667,0.404525,0.007574125,0.2868541666666667,-18.624291666666668,0.48634583333333337,0.5818875,115.02641666666666,0
2181,3vnTHiTvlOcNFg2wCK0Uyl,VCGwCQDMEi8,buoys,panda bear,album,9,2019,6,0.18156666666666665,0.5382222222222223,0.5018888888888889,0.013785303333333334,0.13327777777777777,-7.826888888888889,0.058355555555555556,0.36922222222222223,113.78877777777778,0
2182,2mvz0NPBCPTbSEgRViuDLK,07CQapiPPT0,trust in the lifeforce of the deep mystery,the comet is coming,album,9,2019,8,0.29329666666666665,0.41655555555555557,0.6906666666666667,0.7485555555555555,0.25666666666666665,-8.027000000000001,0.04928888888888889,0.2393,115.59811111111111,0
2183,25it7uSpNFuRoD6uNc0Tfu,X4UJL1V01xk,dedicated,carly rae jepsen,album,15,2019,7,0.21596466666666667,0.6892666666666667,0.6336,0.0037872306666666667,0.12080666666666666,-6.343466666666667,0.07763333333333333,0.6168666666666667,123.1764,0
2184,6LeYueasOA7fqVq5963paw,a2l3o6Rzyzg,juice b crypts,battles,album,11,2019,5,0.24017254545454547,0.595,0.828,0.2239097272727273,0.23055454545454546,-5.814909090909091,0.12819090909090908,0.48475454545454544,129.32309090909092,0
2185,1OMoxvJHIc9HnrNPIUyEwP,1J3s6wbc-S4,coin coin chapter four: memphis,matana roberts,album,13,2019,9,0.582023076923077,0.3059230769230769,0.5894615384615385,0.31965328615384614,0.4943,-8.540230769230769,0.072,0.35102307692307694,108.22007692307692,0
2186,2fYhqwDWXjbpjaIJPEfKFw,VWjFquNG1IY,"thank u, next",ariana grande,album,12,2019,8,0.29873333333333335,0.66825,0.5255833333333333,0.0045684075,0.15474166666666667,-6.622,0.14164166666666667,0.3889166666666667,113.23116666666667,0.75
2187,2JnOb2SpW5DSOHhbW6GKru,D95K29ZTxpo,is he real?,idk,album,14,2019,6,0.3303007142857143,0.6493571428571429,0.5844285714285714,5.435928571428571e-5,0.2957214285714286,-7.957285714285714,0.2682857142857143,0.4853571428571429,120.68807142857143,0.7857142857142857
2188,4bfvR9TMwCm2tzXpboLH3t,HwWQveEGCNA,remind me tomorrow,sharon van etten,album,10,2019,7,0.1626902,0.4495,0.6122,0.313358753,0.12211,-7.5870999999999995,0.04078,0.19322,124.4099,0
2189,5BefoLRwqaVBuQpQkNKiyO,XVVtKcvQ5vM,xyz,"iglooghost, kai whiston & babii",album,9,2019,7,0.09807777777777778,0.5828888888888889,0.7866666666666666,0.022994166666666666,0.39066666666666666,-6.1803333333333335,0.18346666666666667,0.5017777777777778,145.91722222222222,0.2222222222222222
2190,4a2XdKkEDVvfniwTu8pSMb,NMsEzAg_E7o,h.a.q.q.,liturgy,album,9,2019,9,0.19065325555555557,0.20277777777777778,0.6694444444444444,0.7647777777777778,0.1533,-7.662111111111111,0.09052222222222223,0.1552,117.93177777777778,0
2191,1KvZT4NZm69EkOym8rLqW1,N_j3OPCpRvA,k.r.i.t. iz here,big k.r.i.t.,album,19,2019,4,0.25307894736842107,0.7250526315789474,0.6984210526315789,0.0027178194736842106,0.19086315789473685,-5.646315789473684,0.2550421052631579,0.5182105263157895,118.097,0.7368421052631579
2192,4mvxoogQn8p84Wz17zTHnJ,qjFfUuPY5Rw,case study 01,daniel caesar,album,10,2019,5,0.6307,0.5907,0.4107,7.38637e-4,0.1904,-9.7767,0.11718,0.36629,116.965,0.7
2193,3O5YfA2W8L8yGtViVRwd61,P-A-j2rlsvo,polyhymnia,yazz ahmed,album,6,2019,8,0.6045,0.32483333333333336,0.351,0.873,0.09535,-13.828,0.0387,0.1621166666666667,117.48383333333334,0
2194,35S1JCj5paIfElT2GODl6x,FGILPXMZHXw,homecoming,beyoncé,album,40,2019,8,0.08521975,0.553575,0.728925,0.021265272499999998,0.6174175,-10.335175,0.2765575,0.3989375,118.458925,0.35
2195,4WF4HvVT7VjGnVjxjoCR6w,jto3k6kzbz0,when i get home,solange,album,19,2019,6,0.5835631578947369,0.5648421052631579,0.4074736842105263,0.17836597157894737,0.1925842105263158,-10.143157894736841,0.1545421052631579,0.3560263157894737,112.75036842105263,0.21052631578947367
2196,1oUzjom2A9xtyRM1SdOAGj,wgU7-FzF5Xw,drip or drown 2,gunna,album,16,2019,2,0.168075,0.8364375,0.56875,6.2837625e-4,0.11516875,-7.2635,0.23951875,0.4364375,126.6654375,1
2197,6iVbNJBKV53qgNPKPpcBLt,bPLvfWRBi70,electric lady sessions,lcd soundsystem,album,12,2019,6,0.05314183333333334,0.5669166666666666,0.8140833333333334,0.14310416666666667,0.15275,-8.441416666666667,0.0555,0.62725,134.10358333333335,0.08333333333333333
2198,4hQXk5RY7rL0NMxdR0x49U,MWsI9V7KmEM,czarface meets ghostface,czarface & ghostface killah,album,12,2019,5,0.06483666666666667,0.6491666666666667,0.5824166666666667,0.005336641666666667,0.15036666666666668,-9.993583333333333,0.34446666666666664,0.36091666666666666,108.75816666666667,1
2199,6wi40lIjhukePWyXRKY7qO,Pc40i-8kHlM,arizona baby,kevin abstract,album,11,2019,6,0.5726454545454546,0.5940909090909091,0.6066363636363636,0.02566566727272727,0.17470909090909092,-7.701727272727273,0.09640909090909092,0.4409090909090909,119.593,1
2200,5WLquTz7nUnsHCj80b6wci,AzbBTaF45cg,fever,megan thee stallion,album,14,2019,7,0.042235642857142854,0.8632142857142857,0.7779285714285714,7.007142857142857e-6,0.18343571428571429,-4.496571428571428,0.29742857142857143,0.6166428571428572,132.80949999999999,1
2201,3IhDL1HDvlujs6ZcIfL9gE,0Q6NiItmGqo,apollo xxi,steve lacy,album,12,2019,3,0.22805966666666666,0.5968333333333333,0.6301666666666667,0.08732000833333334,0.2982166666666667,-7.071416666666667,0.05399166666666667,0.5558666666666666,129.50316666666666,0.25
2202,5OZQdmhj8egQXMG1A2gzzX,9aInNmFYxRM,lost wisdom pt. 2,mount eerie with julie doiron,album,8,2019,6,0.80925,0.457375,0.16922500000000001,4.1777124999999997e-4,0.121375,-14.186125,0.0623125,0.1471375,103.742875,0
2203,14drLk9rMpA7GPk1MRvRE5,strGSJ96ams,everythings for sale,boogie,album,13,2019,6,0.34466153846153846,0.7135384615384616,0.5724615384615385,8.788461538461539e-5,0.1176923076923077,-7.603,0.23623076923076924,0.3881538461538462,109.49415384615385,1
2204,3KkxbmbkRvxghNwGwQRZcj,EcGF0_3IarY,outer peace,toro y moi,album,10,2019,6,0.241861,0.7875,0.5826,0.1015678,0.19408,-8.1018,0.09873,0.5544,115.8624,0.1
2205,39CD7YD6Zg6eFxNVwEnUU3,d3MJLRnWAxQ,terror management,billy woods,album,18,2019,6,0.25923722222222223,0.5096111111111111,0.6348333333333334,1.4002777777777778e-5,0.30977777777777776,-8.122944444444444,0.2959,0.4623888888888889,107.22022222222222,1
2206,2ITJBRqMwZ0luWBnnZQ4Hq,Q5rDfedBC3c,sound & fury,sturgill simpson,album,10,2019,5,0.0597086,0.40947,0.8535,0.1322758,0.4137,-4.4704999999999995,0.07555,0.38751,118.3423,0.2
2207,3mLMUWalbsEodpw0cRLQnl,4x0g-Evv_PQ,quiet signs,jessica pratt,album,9,2019,6,0.9578888888888889,0.471,0.17422222222222222,0.20592788888888888,0.11411111111111111,-13.238999999999999,0.036033333333333334,0.21365555555555557,106.76044444444445,0
2208,6YM4MpYgz6BhIeqQkxp3u4,Vw-Hh4kg9q4,self-titled,purple mountains,album,10,2019,8,0.115882,0.5436,0.6239,0.0466071,0.13885,-8.4855,0.02903,0.6302,115.0346,0
2209,5M5LPGsAR9mxbBa22GOp5h,toSuVK9nsAE,i am easy to find,the national,album,16,2019,4,0.624525,0.50475,0.5523125,0.379550145,0.11623125,-9.9308125,0.053875,0.25461875,118.85725000000001,0
2210,7t7tfXDhXiQpAV2uNfYWWG,00wiwO6nzRk,all mirrors,angel olsen,album,11,2019,6,0.15862727272727273,0.38172727272727275,0.4868181818181818,0.16106145454545454,0.1433,-9.505636363636363,0.039845454545454545,0.2238,113.9710909090909,0
2211,45RV070mrplPB5gMO6Q136,nWwxvvb9uqY,gallipoli,beirut,album,12,2019,4,0.34371666666666667,0.4901666666666667,0.5873333333333334,0.5914416666666666,0.15236666666666665,-9.256,0.034333333333333334,0.5329166666666667,107.79916666666666,0
2212,23dKNZpiadggKHrQgHLi3L,CYldmrlhCZA,assume form,james blake,album,12,2019,7,0.74725,0.5435833333333333,0.41455833333333336,0.016025458333333333,0.144625,-10.498583333333332,0.09110833333333333,0.2558666666666667,132.21233333333333,0
2213,7CjJb2mikwAWA1V6kewFBF,Mjs52lzxkZo,x 100pre,bad bunny,album,15,2018,5,0.2778933333333333,0.7338,0.5748666666666666,3.2724733333333334e-4,0.15883333333333333,-7.2489333333333335,0.11534666666666667,0.2981333333333333,130.88846666666666,0.8
2214,2NDlOOZNBvq6B26feV4gJc,5E205mcp6g8,welcome home,aries,album,9,2019,6,0.16117777777777778,0.648,0.6687777777777778,0.04060287666666666,0.1474888888888889,-6.2700000000000005,0.038377777777777775,0.4791111111111111,125.32244444444444,0.7777777777777778
2215,6jOYvP4lfjpLTfBZHyTzMM,ujPHUKQ4C7Q,why hasn't everything already disappeared?,deerhunter,album,10,2019,5,0.211061,0.5621,0.6939,0.24873258,0.205,-7.3081,0.04278,0.5246,110.3853,0
2216,07wd7C50XiBaZg1kRe543z,XrNB3eSiTmg,plastic anniversary,matmos,album,11,2019,8,0.030223554545454546,0.5780909090909091,0.6063636363636363,0.7286363636363636,0.11994545454545455,-13.49309090909091,0.07671818181818182,0.25843636363636363,111.27181818181818,0
2217,2KqlAl1Kl5fZvbFgJ0qFB6,VqkqKNjQKkA,map of the soul: persona,bts,ep,7,2019,5,0.0767,0.5845714285714285,0.7822857142857143,0,0.18535714285714286,-5.206571428571428,0.168,0.5084285714285715,126.46542857142857,0
2218,4kkVGtCqE2NiAKosri9Rnd,7kJNJCzFeFM,immunity,clairo,album,11,2019,5,0.4616363636363636,0.5658181818181818,0.4708181818181818,0.04491147272727273,0.122,-9.952454545454545,0.0431,0.4898454545454546,103.33618181818181,0.18181818181818182
2219,5GOoswCqZQiq9gbjSHkzMq,GLyTw0trKM0,the first glass beach album,glass beach,album,15,2019,7,0.23312933333333333,0.36513333333333337,0.63806,0.2947861333333333,0.18710666666666667,-9.099466666666666,0.05054,0.32814,125.23273333333333,0.26666666666666666
2220,7ckjkkVbGQXYuEdfErmRfC,lEVXXtQUiXU,weeping choir,full of hell,album,11,2019,6,9.621727272727272e-5,0.21843636363636362,0.9130909090909091,0.3389027272727273,0.35568181818181815,-6.349818181818182,0.13154545454545455,0.09914545454545455,109.84081818181818,0
2221,2asqm6ydqbRKZKbXfGIhrX,JI8WYhOdhtA,face stabber,oh sees,album,14,2019,6,0.09290827142857143,0.4135,0.8238571428571428,0.5546565071428572,0.2109714285714286,-7.6354999999999995,0.07724285714285714,0.3370714285714286,128.8582142857143,0
2222,7qBdr5VAmWMSJ7dij0mV3f,3mE4p3Ctlek,pyroclasts,sunn o))),album,4,2019,8,0.120675,0.126625,0.1312625,0.7555000000000001,0.16475,-11.0775,0.050425,0.032475,101.91175,0
2223,3QrkHSj8pBzE1Kwhpnktkw,Nm1tOpo5Pwo,the fall of hobo johnson,hobo johnson,album,12,2019,8,0.13489,0.5831666666666666,0.61675,2.1316666666666665e-4,0.2919583333333333,-7.243166666666666,0.37833333333333335,0.5325,121.37641666666667,0.9166666666666666
2224,6PkSBdx19zarn4ae1D08gA,SAnc49e-G08,zuu,denzel curry,album,12,2019,8,0.1726975,0.683,0.6606666666666666,0,0.37266666666666665,-8.314833333333333,0.22398333333333334,0.5281666666666667,128.25491666666667,1
2225,0sLnNGW4PzCYFQ4Pn7aVCP,Pv0_ue4PWpk,u.f.o.f.,big thief,album,12,2019,5,0.8046666666666666,0.5541666666666667,0.40125,0.29074511666666664,0.14085,-11.370833333333334,0.04803333333333334,0.44216666666666665,105.92341666666667,0
2226,61ySPdOmnFtNhA8M7HIBLV,65E7N6xPZ7I,do you feel me?,oliver tree,ep,1,2019,7,0.0149,0.656,0.547,0.181,0.356,-8.582,0.0392,0.232,114.013,0
2227,48DbemfLnt57uu0Nd3EsKc,cRO0BuhzDsw,miami memory,alex cameron,album,10,2019,8,0.24113,0.634,0.6567000000000001,1.5630000000000001e-6,0.12272,-6.1706,0.03442,0.6508,114.95060000000001,0
2228,3KLLRiCnqYvt78H52TeZ1k,s_alotsHliA,angel's pulse,blood orange,mixtape,14,2019,6,0.5212492857142857,0.6316428571428572,0.44292857142857145,0.07756053714285714,0.19907142857142857,-10.5705,0.09235714285714286,0.34405,112.32607142857142,0.2857142857142857
2229,4ClyeVlAKJJViIyfVW0yQD,ieXeM1YpqDg,pang,caroline polachek,album,14,2019,8,0.3981928571428571,0.5608571428571428,0.4382857142857143,0.0027833428571428574,0.12947857142857144,-8.107714285714286,0.03643571428571429,0.2874785714285714,103.96364285714286,0.07142857142857142
2230,3tXNwhv4GZQDHCOb4p5kcS,3ahSsfnXHyk,everything not saved will be lost part 1,foals,album,14,2019,6,0.2657682142857143,0.4770714285714286,0.6885714285714286,0.3710977357142857,0.15578571428571428,-7.739642857142857,0.04132857142857143,0.3413,110.31392857142858,0
2231,504XSXhUJlzztcMV4YMaDV,3qjNDxkAv4w,morbid stuff,pup,album,11,2019,8,0.003080936363636364,0.4290909090909091,0.9104545454545454,0.10682844545454545,0.23827272727272727,-3.437181818181818,0.08156363636363637,0.39745454545454545,147.71290909090908,0.2727272727272727
2232,67emRwxtr7MSMpkUODvklY,GyvWvIlG3Vo,panorama,la dispute,album,10,2019,6,0.283714,0.463,0.58796,0.6977,0.27578,-11.8053,0.04851,0.18541,113.2694,0
2233,4Xj5qQno7cd7n7fcIDkH1R,ivSIL5lVKcQ,i also want to die in new orleans,sun kil moon,album,7,2019,7,0.9297142857142857,0.49614285714285716,0.19957142857142857,0.2439002857142857,0.12454285714285715,-18.77257142857143,0.09182857142857143,0.35897142857142855,103.05957142857143,0
2234,5JbeU5WL1WAGxy1u5fsOmf,6dLOzNKfslQ,anger management,rico nasty & kenny beats,album,9,2019,6,0.19926666666666668,0.7474444444444445,0.7356666666666667,3.538888888888889e-6,0.2178,-6.091333333333333,0.42088888888888887,0.7097777777777778,122.39511111111112,1
2235,6dFFcYQ8VhifgdKgYY5LYL,sli3C0KTDh8,cuz i love you,lizzo,album,11,2019,8,0.051542727272727275,0.7068181818181818,0.7315454545454545,1.864018181818182e-4,0.3042909090909091,-4.324363636363636,0.12988181818181818,0.6317272727272727,127.84654545454545,0.6363636363636364
2236,7sGTt1N5XMIQPCYHAnO1Pl,1Cwqhd2me2U,self-titled,the highwomen,album,12,2019,8,0.3556916666666667,0.5200833333333333,0.59975,2.0214333333333333e-4,0.123625,-5.825666666666667,0.05180833333333333,0.44258333333333333,125.07508333333334,0
2237,5y9OP5VLb8oA1uBj31rxoO,MjP40h_BFfk,in league with dragons,the mountain goats,album,12,2019,4,0.30747491666666665,0.6065,0.4618333333333333,0.17143916666666667,0.13755,-12.517333333333333,0.037441666666666665,0.5492583333333333,118.89983333333333,0
2238,0agALBMd2a8cnpbpukTg03,iG909JYouxY,the life of pi'erre 4,pi'erre bourne,album,16,2019,3,0.11535125,0.67775,0.48425,2.2689124999999998e-4,0.3176875,-8.538,0.09980625,0.33237500000000003,127.8359375,1
2239,5IC7y5jvM9AI7I7fjFCuq9,DmTgW_sjTG0,dos city,dos monos,album,13,2019,7,0.2905307692307692,0.5463846153846154,0.7351538461538462,0.0032712769230769227,0.35656153846153843,-7.7608461538461535,0.2946153846153846,0.574076923076923,107.94946153846153,0.46153846153846156
2240,6IDM4kjUWU82mzE7F9CB8R,fpATa8UJPh8,2020,richard dawson,album,10,2019,9,0.34351,0.5577,0.3925,0.081788686,0.13949,-11.8523,0.05049,0.37781,134.5235,0.4
2241,1yIqauTni1V7l7djYAKSsZ,4pRxNcHyxKQ,kiwanuka,michael kiwanuka,album,14,2019,7,0.5183928571428571,0.45607142857142857,0.5324357142857142,0.36003157142857145,0.23304285714285713,-9.865214285714286,0.03709285714285714,0.36894285714285713,116.70828571428571,0
2242,5So31JibrTO74WvuCozsAb,eywqqCMl7TA,the plugs i met,benny the butcher,ep,7,2019,6,0.2541364285714286,0.6191428571428571,0.7665714285714286,3.845714285714286e-5,0.3122857142857143,-8.172285714285714,0.37114285714285716,0.6614285714285715,91.92699999999999,1
2243,1r1Xt6oUnY3VMYbQb1U7CO,VuWOK6_7GZU,everybody's everything compilation,lil peep,ep,19,2019,5,0.14570473684210528,0.6621052631578948,0.5552105263157895,0.02866669263157895,0.18404736842105263,-7.066315789473684,0.060373684210526316,0.36288947368421054,129.29647368421053,0.9473684210526315
2244,0Sm1k8ifHIO117TmPPgv4I,mW7m4r2Ul2Q,girl with basket of fruit,xiu xiu,album,9,2019,9,0.32771666666666666,0.3958888888888889,0.5364444444444445,0.4605666666666667,0.1446111111111111,-12.605,0.11806666666666667,0.2291,108.91622222222222,0
2245,7ki5b310cwDVVJBevBLwdw,0NfVnIqy8-I,lp3,american football,album,8,2019,7,0.0094175,0.51525,0.725,0.14084625,0.1061875,-6.763,0.0293,0.29131250000000003,127.068375,0
2246,4ZUryKKDhiMXcD4fluAEhl,5c9VDBG5Epw,hyperspace,beck,album,11,2019,4,0.34959090909090906,0.5415454545454546,0.5588181818181818,0.03884523636363636,0.12637272727272728,-8.057181818181817,0.06441818181818182,0.3053909090909091,109.05072727272727,0
2247,1xpGyKyV26uPstk1Elgp9Q,Bf6ivvOanxI,self-titled (teal),weezer,album,10,1994,6,0.0015099,0.4788,0.782,0.06849165,0.16129000000000002,-6.5629,0.04088,0.511,123.7272,0
2248,1BR69wIifGZUSimcuTjWVg,AMzn7ZGCqgY,rap or go to the league,2 chainz,album,14,2019,6,0.15257214285714285,0.7395,0.5935714285714285,0.009290049285714285,0.17795714285714287,-6.034928571428571,0.2541857142857143,0.4094214285714286,112.95621428571428,1
2249,0H8pB7p68Ynf3w9AxjQW9H,PqgUthlbpuE,a different shade of blue,knocked loose,album,12,2019,6,0.0011838833333333333,0.29325,0.9646666666666667,1.3421666666666667e-5,0.33541666666666664,-3.3905833333333333,0.1514,0.15685,115.95916666666666,0.25
2250,7xa97ZeKKo4MiBJ96awavT,BFWxkPF6n0o,self-titled,malibu ken,album,10,2019,8,0.29992,0.6282,0.6414,4.9471e-5,0.15717,-6.8985,0.29019,0.6196,106.9006,0.8
2251,04mkS7FooK8fRbB626T9NR,xi9YRCX1miE,amo,bring me the horizon,album,13,2019,6,0.05892992307692308,0.5220769230769231,0.7852307692307692,0.0654601,0.2853769230769231,-5.174846153846154,0.07493846153846154,0.3966692307692308,131.954,0.46153846153846156
2252,1jToVugwBEzcak8gJNZG2f,B7oeiUvMqXA,ginger,brockhampton,album,12,2019,8,0.341225,0.6334166666666666,0.6026666666666667,0.017592776666666667,0.21985,-7.36,0.14990833333333334,0.45541666666666664,127.125,1
2253,2Q9jvuCYniFhjHDSLWsgj8,CUNeMprEkDA,king's mouth,the flaming lips,album,12,2019,6,0.5425333333333333,0.4595,0.56525,0.48617733333333335,0.19883333333333333,-8.05625,0.042466666666666666,0.35318333333333335,122.49716666666667,0
2254,2n3quCZ0anEa46j2IveacI,fqYJDueP_8g,revenge of the dreamers iii,dreamville,album,18,2019,6,0.30172777777777776,0.6935555555555556,0.6527777777777778,2.4693111111111113e-4,0.21598333333333333,-5.965944444444444,0.3278277777777778,0.43083333333333335,124.196,1
2255,06lKytkmcyJW83NOrcS4Az,jV_IjRE6QTM,a long red hot los angeles summer night,blu & oh no,album,17,2019,8,0.39938235294117647,0.4848823529411765,0.8334117647058823,0,0.6059411764705882,-6.372235294117647,0.3166,0.5542,92.80576470588235,1
2256,67emRwxtr7MSMpkUODvklY,GyvWvIlG3Vo,panorama,la dispute,album,10,2019,6,0.283714,0.463,0.58796,0.6977,0.27578,-11.8053,0.04851,0.18541,113.2694,0
2257,7dqpveMVcWgbzqYrOdkFTD,Yw86LVY5Ayo,care package compilation,drake,album,17,2019,3,0.4059470588235294,0.5732941176470588,0.5859411764705882,6.848864705882354e-4,0.1172764705882353,-6.913176470588235,0.24427058823529413,0.37479411764705883,122.70964705882353,0.9411764705882353
2258,29sozE8XDMOHT8KK9iq4Fo,a58B7bUVD_M,proto,holly herndon,album,13,2019,5,0.4740200769230769,0.3117692307692308,0.493,0.07310284692307692,0.1636846153846154,-9.438615384615385,0.06066923076923077,0.13701538461538462,123.62776923076923,0
2259,6IDM4kjUWU82mzE7F9CB8R,fpATa8UJPh8,2020,richard dawson,album,10,2019,9,0.34351,0.5577,0.3925,0.081788686,0.13949,-11.8523,0.05049,0.37781,134.5235,0.4
2260,7j0wKLXUOaXhlq2Iw83NHs,sZzwK3n_KEI,sonic citadel,lightning bolt,album,11,2019,8,0.004398060909090909,0.24053636363636363,0.9792727272727273,0.8160000000000001,0.37318181818181817,-4.1788181818181815,0.18716363636363637,0.16326363636363636,137.8771818181818,0
2261,6MGpdaaOYQ7YGyK9GDAQZB,-deQEteXUK4,it wasn't even close,your old droog,album,13,2019,7,0.3755307692307692,0.5124615384615385,0.7293076923076923,0.018388033076923077,0.31327692307692306,-7.086846153846154,0.35784615384615387,0.5010769230769231,101.06,1
2262,4587qg3GijoJW6QmZeMCUR,gq_duUotnbw,syntheosis,waste of space orchestra,album,9,2019,6,0.12771418222222222,0.19982222222222223,0.6236666666666666,0.7489777777777779,0.31685555555555556,-9.723333333333333,0.059222222222222225,0.09251111111111111,124.46855555555555,0
2263,3eMBjJtKjZrTi0N9mg6IcR,avfDv8uY3Ys,jaime,brittany howard,album,11,2019,7,0.5173636363636364,0.5133636363636364,0.6454545454545455,0.08752491272727272,0.17645454545454545,-7.708090909090909,0.10200909090909091,0.35945454545454547,101.47445454545455,0.18181818181818182
